movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
Held Up ,1999,Steve Rash,Comedy,89,8000000,4692814,English,USA,PG-13,Color,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,34,5.1
The Omega Code ,1999,Robert Marcarelli,Action|Adventure|Fantasy|Sci-Fi|Thriller,100,7500000,12610552,English,USA,PG-13,Color,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,206,3.5
In Too Deep ,1999,Michael Rymer,Crime|Drama|Thriller,95,7000000,14003141,English,USA,R,Color,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,29,6.1
Outside Providence ,1999,Michael Corrente,Comedy|Drama|Romance,96,7000000,7292175,English,USA,R,Color,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,100,6.4
A Dog of Flanders ,1999,Kevin Brodie,Drama|Family,100,7000000,2148212,English,USA,PG,Color,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,20,6.3
Go ,1999,Doug Liman,Comedy|Crime,102,6500000,16842303,English,USA,R,Color,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,418,7.3
Bats ,1999,Louis Morneau,Horror|Sci-Fi|Thriller,91,6500000,10149779,English,USA,PG-13,Color,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,160,3.6
The Wood ,1999,Rick Famuyiwa,Comedy|Drama|Romance,106,6000000,25047631,English,USA,R,Color,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50,6.9
200 Cigarettes ,1999,Risa Bramon Garcia,Comedy|Drama|Romance,101,6000000,6851636,English,USA,R,Color,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,5.9
The Virgin Suicides ,1999,Sofia Coppola,Drama|Romance,90,6000000,4859475,English,USA,R,Color,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520,7.2
Simply Irresistible ,1999,Mark Tarlov,Comedy|Drama|Fantasy|Romance,96,6000000,4394936,English,Germany,PG-13,Color,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,190,5.3
Doug's 1st Movie ,1999,Maurice Joyce,Animation|Comedy|Family,77,5000000,19421271,English,USA,G,Color,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,18,5
Love Stinks ,1999,Jeff Franklin,Comedy,94,4000000,2800000,English,USA,R,Color,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,85,5.8
The Loss of Sexual Innocence ,1999,Mike Figgis,Drama,106,4000000,399793,English,USA,R,Color,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,70,5.4
The Big Tease ,1999,Kevin Allen,Comedy,86,4000000,185577,English,UK,R,Color,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,31,6.3
Human Traffic ,1999,Justin Kerrigan,Comedy|Music,99,2200000,104257,English,UK,R,Color,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,160,7.1
Dreaming of Joseph Lees ,1999,Eric Styles,Drama|Romance,92,2000000,7680,English,USA,R,Color,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1,18,6.4
East Is East ,1999,Damien O'Donnell,Comedy|Drama,96,1900000,4170647,English,UK,R,Color,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,161,6.9
Jawbreaker ,1999,Darren Stein,Comedy|Crime|Thriller,87,3500000,3071947,English,USA,R,Color,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,183,5.4
Just Looking ,1999,Jason Alexander,Comedy|Drama,97,3000000,39852,English,USA,R,Color,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,25,6.7
Jesus' Son ,1999,Alison Maclean,Drama,107,2500000,1282084,English,USA,R,Color,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,87,7
Boys Don't Cry ,1999,Kimberly Peirce,Biography|Crime|Drama|Romance,118,2000000,11533945,English,USA,R,Color,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,434,7.6
"Happy, Texas ",1999,Mark Illsley,Comedy|Crime|Romance,98,1700000,1943649,English,USA,PG-13,Color,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,122,6.3
Foolish ,1999,Dave Meyers,Comedy|Drama,84,2000000,6026908,English,USA,R,Color,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,13,4.3
The Basket ,1999,Rich Cowan,Drama,105,1300000,609042,English,USA,PG,Color,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,6.5
But I'm a Cheerleader ,1999,Jamie Babbit,Comedy|Drama,85,1200000,2199853,English,USA,R,Color,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,6.6
Godzilla 2000 ,1999,Takao Okawara,Action|Adventure|Drama|Sci-Fi|Thriller,99,1000000000,10037390,Japanese,Japan,PG,Color,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,6
Deterrence ,1999,Rod Lurie,Drama|Thriller,104,800000,144583,English,France,R,Color,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,79,6.5
The Blair Witch Project ,1999,Daniel Myrick,Horror,81,60000,140530114,English,USA,R, Black and White,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,3400,6.4
Beyond the Mat ,1999,Barry W. Blaustein,Biography|Documentary|Sport,108,500000,2047570,English,USA,R,Color,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,80,7.6
Twin Falls Idaho ,1999,Michael Polish,Drama,111,500000,985341,English,USA,R,Color,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,87,7.3
Tumbleweeds ,1999,Gavin O'Connor,Comedy|Drama,102,312000,1281176,English,USA,PG-13,Color,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73,6.7
Sugar Town ,1999,Allison Anders,Comedy|Music,92,250000,177840,English,UK,R,Color,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,22,6.1
Smiling Fish & Goat on Fire ,1999,Kevin Jordan,Comedy|Romance,90,40000,277233,English,USA,R,Color,http://www.imdb.com/title/tt0162348/?ref_=fn_tt_tt_1,26,7.6
Dinosaur ,2000,Eric Leighton,Adventure|Animation|Family|Thriller,82,127500000,137748063,English,USA,PG,Color,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,241,6.5
How the Grinch Stole Christmas ,2000,Ron Howard,Comedy|Family|Fantasy,110,123000000,260031035,English,USA,PG,Color,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,482,6
Mission: Impossible II ,2000,John Woo,Action|Adventure|Thriller,123,125000000,215397307,English,USA,PG-13,Color,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,1426,6.1
The Perfect Storm ,2000,Wolfgang Petersen,Action|Adventure|Drama|Thriller,130,140000000,182618434,English,USA,PG-13,Color,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779,6.4
The Patriot ,2000,Roland Emmerich,Action|Drama|History|War,142,110000000,113330342,English,USA,R,Color,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,1144,7.1
Gone in Sixty Seconds ,2000,Dominic Sena,Action|Crime|Thriller,127,90000000,101643008,English,USA,PG-13,Color,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,498,6.5
Gladiator ,2000,Ridley Scott,Action|Drama|Romance,171,103000000,187670866,English,USA,R,Color,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,2368,8.5
The Emperor's New Groove ,2000,Mark Dindal,Adventure|Animation|Comedy|Family|Fantasy,78,100000000,89296573,English,USA,G,Color,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,297,7.3
The Road to El Dorado ,2000,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,89,95000000,50802661,English,USA,PG,Color,http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1,139,6.9
What Lies Beneath ,2000,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,130,100000000,155370362,English,USA,PG-13,Color,http://www.imdb.com/title/tt0161081/?ref_=fn_tt_tt_1,683,6.6
Charlie's Angels ,2000,McG,Action|Adventure|Comedy|Crime|Thriller,94,92000000,125305545,English,USA,PG-13,Color,http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1,643,5.5
Hollow Man ,2000,Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,119,95000000,73209340,English,USA,R,Color,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1,628,5.7
Mission to Mars ,2000,Brian De Palma,Adventure|Sci-Fi|Thriller,114,90000000,60874615,English,USA,PG,Color,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,949,5.6
Cast Away ,2000,Robert Zemeckis,Adventure|Drama|Romance,143,90000000,233630478,English,USA,PG-13,Color,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,1051,7.7
102 Dalmatians ,2000,Kevin Lima,Adventure|Comedy|Family,100,85000000,66941559,English,USA,G,Color,http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1,77,4.8
Nutty Professor II: The Klumps ,2000,Peter Segal,Comedy|Romance|Sci-Fi,109,65000000,123307945,English,USA,PG-13,Color,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,171,4.3
The 6th Day ,2000,Roger Spottiswoode,Action|Mystery|Sci-Fi|Thriller,123,82000000,34543701,English,USA,PG-13,Color,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,289,5.9
Little Nicky ,2000,Steven Brill,Comedy|Fantasy,90,80000000,39442871,English,USA,PG-13,Color,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,237,5.3
Thirteen Days ,2000,Roger Donaldson,Drama|History|Thriller,145,80000000,34566746,English,USA,PG-13,Color,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,315,7.3
Battlefield Earth ,2000,Roger Christian,Action|Adventure|Sci-Fi,119,44000000,21471685,English,USA,PG-13,Color,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,1308,2.4
Red Planet ,2000,Antony Hoffman,Action|Sci-Fi|Thriller,106,70000000,17473245,English,USA,PG-13,Color,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,348,5.7
The Adventures of Rocky & Bullwinkle ,2000,Des McAnuff,Adventure|Animation|Comedy|Family|Fantasy,92,76000000,26000610,English,USA,PG,Color,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,197,4.1
X-Men ,2000,Bryan Singer,Action|Adventure|Sci-Fi,104,75000000,157299717,English,USA,PG-13,Color,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,1401,7.4
Vertical Limit ,2000,Martin Campbell,Action|Adventure|Drama|Thriller,124,75000000,68473360,English,USA,PG-13,Color,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379,5.9
Titan A.E. ,2000,Don Bluth,Action|Adventure|Animation|Family|Sci-Fi,94,75000000,22751979,English,USA,PG,Color,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,6.6
Unbreakable ,2000,M. Night Shyamalan,Drama|Mystery|Sci-Fi|Thriller,106,75000000,94999143,English,USA,PG-13,Color,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344,7.2
What Women Want ,2000,Nancy Meyers,Comedy|Fantasy|Romance,127,70000000,182805123,English,USA,PG-13,Color,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,395,6.4
Space Cowboys ,2000,Clint Eastwood,Action|Adventure|Thriller,130,65000000,90454043,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,326,6.4
The Kid ,2000,Jon Turteltaub,Comedy|Family|Fantasy,104,60000000,69688384,English,USA,PG,Color,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,139,6.1
Proof of Life ,2000,Taylor Hackford,Action|Drama|Thriller,135,65000000,32598931,English,USA,R,Color,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265,6.2
Lucky Numbers ,2000,Nora Ephron,Comedy|Crime,105,65000000,10014234,English,France,R,Color,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,69,5
U-571 ,2000,Jonathan Mostow,Action|War,116,62000000,77086030,English,France,PG-13,Color,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,602,6.6
The Family Man ,2000,Brett Ratner,Comedy|Drama|Fantasy|Romance,125,60000000,75764085,English,USA,PG-13,Color,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,322,6.7
The Legend of Bagger Vance ,2000,Robert Redford,Drama|Fantasy|Sport,126,60000000,30695227,English,USA,PG-13,Color,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,267,6.7
Almost Famous ,2000,Cameron Crowe,Adventure|Comedy|Drama|Music,152,60000000,32522352,English,USA,R,Color,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,822,7.9
Supernova ,2000,Walter Hill,Horror|Sci-Fi|Thriller,91,65000000,14218868,English,USA,PG-13,Color,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,282,4.8
The Flintstones in Viva Rock Vegas ,2000,Brian Levant,Comedy|Family|Romance|Sci-Fi,90,60000000,35231365,English,USA,PG,Color,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,85,3.6
Meet the Parents ,2000,Jay Roach,Comedy,108,55000000,166225040,English,USA,PG-13,Color,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,507,7
Shanghai Noon ,2000,Tom Dey,Action|Adventure|Comedy|Western,110,55000000,56932305,English,USA,PG-13,Color,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,293,6.6
Shaft ,2000,John Singleton,Action|Crime|Thriller,99,46000000,70327868,English,Germany,R,Color,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,301,5.9
"Me, Myself & Irene ",2000,Bobby Farrelly,Comedy,116,51000000,90567722,English,USA,R,Color,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,481,6.5
Erin Brockovich ,2000,Steven Soderbergh,Biography|Drama,131,52000000,125548685,English,USA,R,Color,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,7.3
The Replacements ,2000,Howard Deutch,Comedy|Sport,118,50000000,44737059,English,USA,PG-13,Color,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,261,6.5
The Beach ,2000,Danny Boyle,Adventure|Drama|Thriller,119,50000000,39778599,English,USA,R,Color,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,548,6.6
What Planet Are You From? ,2000,Mike Nichols,Comedy|Sci-Fi,87,50000000,6291602,English,USA,R,Color,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,91,5.6
Traffic ,2000,Steven Soderbergh,Crime|Drama|Thriller,190,48000000,124107476,English,USA,R,Color,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1,867,7.6
Bedazzled ,2000,Harold Ramis,Comedy|Fantasy|Romance,93,48000000,37879996,English,USA,PG-13,Color,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254,6
Miss Congeniality ,2000,Donald Petrie,Action|Comedy|Crime|Romance,109,45000000,106807667,English,USA,PG-13,Color,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370,6.2
Coyote Ugly ,2000,David McNally,Comedy|Drama|Music|Romance,107,45000000,60786269,English,USA,PG-13,Color,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379,5.6
All the Pretty Horses ,2000,Billy Bob Thornton,Drama|Romance|Western,220,57000000,15527125,English,USA,PG-13,Color,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,183,5.8
Finding Forrester ,2000,Gus Van Sant,Drama,136,43000000,51768623,English,USA,PG-13,Color,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,7.3
28 Days ,2000,Betty Thomas,Comedy|Drama,103,43000000,37035515,English,USA,PG-13,Color,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,6
Chicken Run ,2000,Peter Lord,Adventure|Animation|Comedy|Drama|Family,84,45000000,106793915,English,UK,G,Color,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,358,7
Scream 3 ,2000,Wes Craven,Horror|Mystery,116,40000000,89138076,English,USA,R,Color,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,734,5.5
Autumn in New York ,2000,Joan Chen,Drama|Romance,103,40000000,37752931,English,USA,PG-13,Color,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,180,5.5
Hanging Up ,2000,Diane Keaton,Comedy|Drama,94,60000000,36037909,English,Germany,PG-13,Color,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130,4.7
Pay It Forward ,2000,Mimi Leder,Drama,123,40000000,33508922,English,USA,PG-13,Color,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,660,7.2
The Art of War ,2000,Christian Duguay,Action|Adventure|Crime|Thriller,116,40000000,30199105,English,USA,R,Color,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167,5.7
Bless the Child ,2000,Chuck Russell,Crime|Drama|Horror|Thriller,107,40000000,29374178,English,USA,R,Color,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188,5.1
Get Carter ,2000,Stephen Kay,Action|Crime|Drama|Thriller,102,40000000,14967182,English,USA,R,Color,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284,5.1
Reindeer Games ,2000,John Frankenheimer,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,124,34000000,23360779,English,USA,R,Color,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212,5.7
Isn't She Great ,2000,Andrew Bergman,Biography|Comedy|Romance,95,36000000,2954405,English,USA,R,Color,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64,5.3
The Cell ,2000,Tarsem Singh,Horror|Sci-Fi|Thriller,109,33000000,61280963,English,USA,R,Color,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,677,6.3
Wonder Boys ,2000,Curtis Hanson,Comedy|Drama,107,55000000,19389454,English,USA,R,Color,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,335,7.4
I Dreamed of Africa ,2000,Hugh Hudson,Adventure|Drama|Romance,114,34000000,6543194,English,USA,PG-13,Color,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,61,5.6
Big Momma's House ,2000,Raja Gosnell,Action|Comedy|Crime,99,30000000,117559438,English,USA,PG-13,Color,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,148,5.1
The Watcher ,2000,Joe Charbanic,Crime|Horror|Mystery|Thriller,97,33000000,28927720,English,USA,R,Color,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,181,5.3
Men of Honor ,2000,George Tillman Jr.,Biography|Drama,129,32000000,48814909,English,USA,R,Color,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,224,7.2
Frequency ,2000,Gregory Hoblit,Crime|Drama|Mystery|Sci-Fi|Thriller,118,31000000,44983704,English,USA,PG-13,Color,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,510,7.3
Remember the Titans ,2000,Boaz Yakin,Biography|Drama|Sport,120,30000000,115648585,English,USA,PG,Color,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,402,7.8
Rugrats in Paris: The Movie ,2000,Stig Bergqvist,Adventure|Animation|Comedy|Family|Romance,78,30000000,76501438,English,Germany,G,Color,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,49,6.1
Keeping the Faith ,2000,Edward Norton,Comedy|Drama|Romance,128,30000000,37036404,English,USA,PG-13,Color,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,259,6.4
Dracula 2000 ,2000,Patrick Lussier,Action|Fantasy|Horror|Thriller,99,28000000,33000377,English,USA,R,Color,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,4.9
Lost Souls ,2000,Janusz Kaminski,Drama|Horror|Thriller,97,28000000,16779636,English,USA,R,Color,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,167,4.8
"O Brother, Where Art Thou? ",2000,Joel Coen,Adventure|Comedy|Crime|Music,107,26000000,45506619,English,UK,PG-13,Color,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,7.8
Chocolat ,2000,Lasse Hallström,Drama|Romance,121,25000000,71309760,English,UK,PG-13,Color,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,498,7.3
Romeo Must Die ,2000,Andrzej Bartkowiak,Action|Crime|Thriller,115,25000000,55973336,English,USA,R,Color,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,6.1
The Next Best Thing ,2000,John Schlesinger,Comedy|Drama|Romance,99,25000000,14983572,English,USA,PG-13,Color,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162,4.7
The Whole Nine Yards ,2000,Jonathan Lynn,Comedy|Crime,98,24000000,57262492,English,USA,R,Color,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318,6.7
Return to Me ,2000,Bonnie Hunt,Comedy|Drama|Romance,115,24000000,32662299,English,USA,PG,Color,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,6.9
Nurse Betty ,2000,Neil LaBute,Comedy|Crime|Drama,110,24000000,25167270,English,Germany,R,Color,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,263,6.3
Ready to Rumble ,2000,Brian Robbins,Comedy|Sport,107,24000000,12372410,English,USA,PG-13,Color,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101,5.3
Final Destination ,2000,James Wong,Horror|Thriller,98,23000000,53302314,English,USA,R,Color,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,6.7
Pitch Black ,2000,David Twohy,Horror|Sci-Fi,112,23000000,39235088,English,USA,R,Color,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,805,7.1
The Crew ,2000,Michael Dinner,Comedy|Crime,88,23000000,13019253,English,USA,PG-13,Color,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,47,5.6
The Little Vampire ,2000,Uli Edel,Adventure|Comedy|Family|Fantasy,95,22000000,13555988,English,Germany,PG,Color,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,38,5.7
The Tigger Movie ,2000,Jun Falkenstein,Animation|Comedy|Drama|Family|Musical,77,30000000,45542421,English,USA,G,Color,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53,6.3
High Fidelity ,2000,Stephen Frears,Comedy|Drama|Music|Romance,113,20000000,27277055,English,UK,R,Color,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602,7.6
Loser ,2000,Amy Heckerling,Comedy|Romance,98,20000000,15464026,English,USA,PG-13,Color,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158,5.3
The Yards ,2000,James Gray,Crime|Drama|Romance|Thriller,115,24000000,882710,English,USA,R,Color,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138,6.4
Thomas and the Magic Railroad ,2000,Britt Allcroft,Adventure|Comedy|Drama|Family|Fantasy,85,19000000,15911333,English,UK,G,Color,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,119,3.6
Small Time Crooks ,2000,Woody Allen,Comedy|Crime,94,18000000,17071230,English,USA,PG,Color,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,6.7
Center Stage ,2000,Nicholas Hytner,Drama|Music|Romance,115,18000000,17174870,English,USA,PG-13,Color,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,6.7
Road Trip ,2000,Todd Phillips,Comedy,94,15600000,68525609,English,USA,R,Color,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302,6.5
Boys and Girls ,2000,Robert Iscove,Comedy|Drama|Romance,94,16000000,20627372,English,USA,PG-13,Color,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,5.3
Drowning Mona ,2000,Nick Gomez,Comedy|Crime|Mystery,96,16000000,15427192,English,USA,PG-13,Color,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,148,5.6
Duets ,2000,Bruce Paltrow,Comedy|Drama|Music,112,15000000,4734235,English,USA,R,Color,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,6
